Name,FTO,FTD,Three_O,Three_D,REBO,REBD,REB,TOP,TOFP,POSS
Seton Hall,18.2874,0.246503,6.94118,0.303459,0.308118,0.715993,0.509514,0.159373,0.184209,67.8706
Stetson,18.2457,0.2387,7.82143,0.353817,0.317686,0.665975,0.497303,0.207272,0.159272,74.3817
TX-Pan Am,18.2435,0.239975,7.39286,0.340517,0.220162,0.663146,0.448238,0.201767,0.167158,67.7344
South Dakota,18.235,0.222425,6.76923,0.379668,0.228356,0.7125,0.472599,0.166946,0.142815,70.8697
WI-Milwkee,18.2302,0.244005,7.72727,0.291339,0.293372,0.713147,0.504656,0.177154,0.178482,66.6561
Binghamton,18.186,0.266951,4.25806,0.367958,0.246486,0.703143,0.472691,0.197776,0.167921,66.6944
Iona,18.1764,0.204731,7.69697,0.35426,0.298211,0.686401,0.50505,0.150328,0.186613,73.3553
WI-Grn Bay,18.1602,0.24712,5.53571,0.373034,0.312427,0.701493,0.504644,0.187696,0.165212,67.4554
Rutgers,18.1601,0.304047,5.28125,0.337229,0.343687,0.672689,0.50273,0.183855,0.197631,68.4879
Jackson St,18.1391,0.288277,4.2,0.342975,0.320213,0.647443,0.483447,0.195331,0.171824,65.0529
St Fran (NY),18.1329,0.308737,7.96667,0.302632,0.302869,0.722519,0.517653,0.194568,0.182924,71.8767
Navy,18.0978,0.279982,5.39286,0.376016,0.294621,0.706304,0.485597,0.195066,0.19154,63.3464
NC-Grnsboro,18.0701,0.301755,6.90323,0.367314,0.320618,0.664905,0.490925,0.175108,0.187878,73.9056
SE Louisiana,18.0464,0.273185,4.07692,0.298429,0.301887,0.725343,0.5,0.197661,0.179105,67.987
San Diego,18.0145,0.255523,6.48276,0.377953,0.225956,0.688389,0.458686,0.172296,0.175978,68.5272
UCLA,17.9979,0.241475,5.0,0.369231,0.32113,0.733888,0.517552,0.155121,0.179105,66.1535
Sam Hous St,17.9837,0.263077,4.67857,0.331301,0.273263,0.716263,0.492513,0.209077,0.185503,65.3371
IL-Chicago,17.961,0.305576,6.5,0.377622,0.306727,0.71301,0.503696,0.186039,0.153508,66.4138
NJIT,17.9497,0.306399,7.82143,0.338828,0.270613,0.684271,0.472627,0.160431,0.172124,69.4402
Georgia,17.9418,0.289523,6.3125,0.33045,0.282857,0.708995,0.488532,0.136728,0.160171,63.3996
W Illinois,17.9339,0.233396,5.3871,0.354902,0.220096,0.742749,0.477522,0.164554,0.185677,61.696
Alab A&M,17.9325,0.349868,5.26923,0.350725,0.287933,0.672258,0.478788,0.200706,0.174692,69.4913
North Dakota,17.9259,0.258379,6.60714,0.36961,0.260045,0.715708,0.48898,0.187644,0.16922,69.333
Elon,17.8737,0.24908,7.24138,0.329843,0.261491,0.680238,0.476691,0.16689,0.150278,71.9608
Cal Poly,17.8691,0.30739,6.80645,0.329764,0.33691,0.759193,0.53791,0.147143,0.163878,61.5589
Clemson,17.7946,0.211894,5.51613,0.358871,0.317708,0.724605,0.506461,0.157541,0.195492,64.8984
Coastal Car,17.7905,0.248738,4.81482,0.356877,0.345,0.696409,0.5232,0.173553,0.141795,67.2435
Illinois,17.76,0.253119,5.8125,0.378871,0.291667,0.733478,0.510503,0.175733,0.175625,66.5117
SE Missouri,17.6863,0.298228,5.86207,0.379464,0.311791,0.718007,0.516277,0.170286,0.131838,67.2642
LSU,17.6783,0.256612,5.24242,0.319266,0.323968,0.7087,0.508142,0.160425,0.186238,68.9083
TX A&M-CC,17.6513,0.298398,4.7,0.348606,0.275025,0.680717,0.477198,0.195543,0.171184,67.9837
Cornell,17.6039,0.280921,7.66667,0.313187,0.23723,0.694048,0.461377,0.171842,0.190392,69.85
Missouri St,17.5921,0.271857,5.70968,0.349233,0.267725,0.737575,0.502836,0.141608,0.1592,65.6452
Winthrop,17.5916,0.296767,4.93333,0.379182,0.311728,0.732927,0.503521,0.158558,0.187601,65.3721
Nebraska,17.556,0.239642,6.46667,0.367003,0.252042,0.731051,0.490196,0.182188,0.171039,63.6058
Central Mich,17.5184,0.312463,6.32258,0.369258,0.30659,0.664452,0.471163,0.157788,0.189179,66.1056
N Florida,17.5125,0.258894,6.19355,0.348454,0.319215,0.675377,0.49835,0.195076,0.167592,69.075
Canisius,17.5078,0.253649,6.36667,0.345146,0.326425,0.645596,0.477346,0.180836,0.154162,69.6833
Maryland BC,17.4496,0.31483,5.06667,0.355286,0.292113,0.669913,0.481431,0.176814,0.159667,71.2529
Lipscomb,17.4378,0.222714,7.63333,0.337879,0.28146,0.658416,0.47519,0.177153,0.169593,73.2125
La Salle,17.4115,0.24006,7.79412,0.315385,0.245821,0.66486,0.474425,0.164841,0.191253,70.4404
N Illinois,17.2795,0.312365,5.9,0.381188,0.339623,0.717521,0.513283,0.210116,0.161265,64.2379
Michigan,17.2476,0.220677,8.09091,0.350877,0.266164,0.709278,0.49291,0.151499,0.169228,62.7227
Miami (OH),17.2264,0.257087,7.37931,0.349206,0.246914,0.686977,0.474901,0.188041,0.159588,62.0539
LA Tech,17.1746,0.287223,7.375,0.329365,0.274209,0.662325,0.47336,0.158704,0.180286,70.4164
GA Southern,17.1342,0.260043,5.28571,0.324376,0.270883,0.691267,0.481523,0.192167,0.187679,67.5339
U Penn,17.0713,0.28621,7.09091,0.347426,0.251078,0.682162,0.473787,0.170378,0.189125,63.1932
F Dickinson,17.0462,0.274962,3.75862,0.370304,0.277959,0.676889,0.476144,0.190849,0.156503,69.5879
Fairfield,17.046,0.256317,6.18919,0.343985,0.324932,0.686715,0.504894,0.185846,0.206547,66.5926
Monmouth,17.0103,0.279494,6.0625,0.37574,0.25788,0.631982,0.444795,0.170908,0.20678,72.0152
N Arizona,17.0096,0.226954,5.14815,0.410042,0.298851,0.672922,0.47486,0.189196,0.177111,67.5
St Fran (PA),17.0084,0.240243,4.65517,0.365571,0.26625,0.637805,0.452328,0.214359,0.176663,65.6875
James Mad,16.9949,0.29224,7.75,0.363128,0.258193,0.644711,0.462204,0.168644,0.168569,68.2191
Boston Col,16.9702,0.213131,7.25806,0.349338,0.19869,0.680541,0.454054,0.198713,0.152357,66.5302
Citadel,16.9305,0.226032,5.21429,0.335088,0.25731,0.68503,0.477748,0.186674,0.156555,67.7138
Princeton,16.8843,0.251516,7.26667,0.347291,0.243619,0.711599,0.490286,0.167246,0.159607,65.1492
N Hampshire,16.831,0.285479,7.25,0.29156,0.259465,0.717136,0.481884,0.17204,0.168996,66.2045
Cincinnati,16.8229,0.191321,7.02703,0.322933,0.345238,0.679862,0.501694,0.136743,0.181084,66.5118
Utah,16.7847,0.248008,5.4,0.394881,0.204105,0.688448,0.46222,0.195002,0.146883,63.9471
UC Irvine,16.5198,0.264901,7.82759,0.37108,0.280402,0.684264,0.48309,0.181252,0.153759,71.8052
Youngs St,16.5172,0.234446,8.51724,0.364162,0.253107,0.659669,0.465292,0.150789,0.161656,66.5974
Fordham,16.5076,0.255018,4.75862,0.35935,0.34334,0.667022,0.495487,0.161964,0.159279,69.5603
UC Riverside,16.4638,0.266368,4.27586,0.319495,0.264673,0.685528,0.479607,0.17659,0.156633,65.7659
UC Davis,16.4111,0.270361,7.83333,0.358792,0.241794,0.652128,0.456114,0.203101,0.140486,67.6371
Radford,16.3143,0.334737,6.3,0.372596,0.277612,0.658257,0.462838,0.172834,0.184255,68.0383
Bryant,16.2769,0.245772,6.96667,0.373573,0.258799,0.663736,0.459367,0.192243,0.145326,67.7854
UMKC,16.245,0.285442,8.33333,0.351039,0.224612,0.668281,0.450431,0.176485,0.159564,66.0717
S Carolina,16.2328,0.272552,6.58065,0.378378,0.344008,0.636787,0.484258,0.170528,0.189563,63.7895
Cleveland St,16.2319,0.322503,6.625,0.314168,0.328947,0.681378,0.505397,0.185474,0.208851,65.2648
Fla Atlantic,16.2246,0.295536,6.75862,0.362637,0.298209,0.670534,0.481057,0.153391,0.176877,67.7983
Maryland ES,16.207,0.294214,5.0,0.320988,0.343058,0.689234,0.506635,0.21029,0.164951,69.5741
Geo Wshgtn,16.0653,0.254929,4.16129,0.377551,0.339757,0.6693,0.495395,0.168767,0.17957,65.4585
Texas A&M,16.0375,0.272526,4.96774,0.3125,0.288136,0.72481,0.508557,0.179507,0.162715,64.3653
Maine,15.9798,0.260224,5.53571,0.354298,0.303591,0.672149,0.481627,0.164506,0.159897,69.0603
Alabama St,15.9535,0.279339,6.0,0.294118,0.317913,0.680425,0.484457,0.185633,0.199399,67.4375
Kennesaw St,15.8975,0.246644,6.56667,0.374784,0.27572,0.627059,0.446939,0.181254,0.163996,66.4675
Samford,15.8715,0.242356,8.03571,0.363077,0.275498,0.653543,0.466035,0.174525,0.155967,65.4812
DePaul,15.7596,0.279132,7.22581,0.353881,0.290203,0.62878,0.454747,0.15587,0.181796,73.6879
Neb Omaha,15.5736,0.229607,6.8125,0.430678,0.209009,0.664078,0.434783,0.161081,0.137321,73.843
Wofford,15.4641,0.23886,6.77419,0.344633,0.295135,0.737962,0.516369,0.155435,0.148211,63.623
Bowling Grn,15.4529,0.250279,4.93548,0.35497,0.328059,0.694506,0.505413,0.173976,0.195329,66.1742
Hartford,15.44,0.2853,7.35484,0.364815,0.196391,0.687289,0.4461,0.206705,0.199457,67.6919
Chicago St,15.4274,0.285499,5.14286,0.36901,0.278125,0.682074,0.475291,0.205733,0.169422,73.6165
Mt St Marys,15.3761,0.270557,5.48276,0.328063,0.334895,0.665116,0.500789,0.214101,0.167228,66.1573
GA Tech,15.3397,0.24682,5.09677,0.347295,0.322296,0.728972,0.524361,0.192185,0.149855,64.7698
LA Monroe,15.2716,0.275188,6.32143,0.381849,0.23777,0.704069,0.47188,0.176033,0.141894,66.1826
Seattle,15.2409,0.302128,7.2,0.357542,0.321663,0.727705,0.515322,0.16644,0.171453,77.161
Troy,15.2041,0.236916,8.62963,0.394097,0.318367,0.637993,0.468892,0.149115,0.17529,69.913
Prairie View,14.9628,0.286035,5.2069,0.3222,0.329138,0.6958,0.501826,0.188745,0.191538,72.1328
St Peters,14.858,0.303753,4.96774,0.364991,0.284091,0.645017,0.457143,0.202575,0.19068,67.0867
Longwood,14.7663,0.236337,8.33333,0.407855,0.233402,0.689367,0.452621,0.153428,0.138159,73.7417
Florida A&M,14.7376,0.290368,5.6129,0.351504,0.338448,0.625631,0.478764,0.185441,0.171827,71.5746
Central Ark,14.5622,0.297741,5.30769,0.344418,0.304262,0.626492,0.460546,0.172091,0.176455,75.8024
Brown,14.4252,0.207774,7.56667,0.391697,0.231928,0.712893,0.461132,0.164435,0.150825,66.0879
USC,13.5907,0.229284,3.96875,0.341151,0.221998,0.667447,0.427443,0.152608,0.205656,62.543
